Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
SECRETARY,Work,1,Single word,Yes,Index finger (1); Pinch (thumb + index),"With thumb and index fingers touching, swing the right hand from the ear across the left palm."
SEE,Health,1,Single word,Yes,Middle finger (8),Point to your eye with the index and middle fingers then pull your hand forward.
SEE FUTURE PROBLEMS,Idiomatic Expressions,3,Multi-word phrase,Yes,"""V"" hand","Place the ""V"" hand under the eyes and pull forward while making eye contact with the fingers."
SELECT,Activities,1,Single word,Yes,"""2"" hand; ""F"" hand","With the left ""2"" hand at your front, use the right ""F"" hand to pick one finger and then move upward."
SELFISH,Emotions and Character,1,Single word,Yes,"""V"" hand; Clawed hand","Place both ""V"" hands in front of you with fingers pointing out and pull back into clawed ""V"" hands."
SELL,Money,1,Single word,Yes,"""B"" hand","Curve both ""B"" hands toward the body and then swing both hands forward a few times."
SEMEN,Health,1,Single word,Yes,AND hand (flat O); Open hand,"Pull the open hand upward from the left palm and close into the ""AND"" hand."
SEND,Activities,1,Single word,Yes,Curved hand,Swing the fingertips of the right curved hand forward from the back of the left hand.
SENEGAL,Travel and Directions,1,Single word,Yes,"""L"" hand; ""S"" hand","Place the ""S"" hand against your left wrist then the ""L"" hand against your left elbow."
SENIOR,Education and Communication,1,Fingerspelled,Yes,"""R"" hand; ""S"" hand","Spell the letters ""S"" and ""R"" while moving the hand slightly to the right."
SENIOR HIGH SCHOOL,Education and Communication,3,Multi-word phrase,No,,"Sign the letters ""S"" ""H"" and ""S"" while moving the hand slightly to the right."
SENTENCE,Education and Communication,1,Single word,Yes,"""F"" hand","Interlock the fingertips of both ""F"" hands then pull the right hand away."
SEPARATE,Travel and Directions,1,Single word,Yes,Bent hand,Touch the knuckles of both bent hands together then pull them away in opposite directions.
SEPTEMBER,Time,1,Single word,Yes,"""S"" hand","Press ""S"" hand into the left palm then the back of the left hand."
SERVE,Activities,1,Single word,Yes,Flat hand,Alternate sliding both flat hands back and forth in front of the body.
SERVER,Work,1,Single word,Yes,Flat hand,Alternate sliding both flat hands forward and backward then slide your flat hands down the body.
SEW,Science and Nature,1,Single word,Yes,"""C"" hand; ""P"" hand","Insert the middle finger of the ""P"" hand into the left ""C hand."
SEWING,Home and Clothing,1,Single word,Yes,"""F"" hand","With both ""F"" hands, swing the right hand up and over the left as if sewing."
SEX,Health,1,Single word,Yes,"""X"" hand","Tap the ""X"" hand against your temple then cheek."
SHAME,Emotions and Character,1,Single word,Yes,Flat hand,"With fingers flat against your cheeks, rotate both flat hands forward from your cheeks."
SHARE,Activities,1,Single word,Yes,Open hand,Slide the right open hand out from the middle and index fingers of the left open hand a few times.
SHAVE,Home and Clothing,1,Single word,Yes,"""X"" hand","Slide the ""X"" hand upward on the cheek a few times."
SHAVED HEAD,Idiomatic Expressions,2,Multi-word phrase,Yes,"""A"" hand","Grasp the modified ""A"" hand and swing the right wrist around."
SHEEP,Animals,1,Single word,Yes,"""V"" hand","Place the back of the ""V"" hand on your forearm then open and close the fingers as they move up the forearm."
SHIRT,Home and Clothing,1,Single word,Yes,Index finger (1); Pinch (thumb + index),Grasp your shirt between thumb and index finger of both hands and pull slightly.
SHITO,Food,1,Single word,Yes,"""A"" hand; Index finger (1)","1. Pull the right index finger across your forehead. 2. Grind the ""A"" hand against the palm of the left hand."
SHOES,Home and Clothing,1,Single word,Yes,"""S"" hand","Strike the thumb sides of both ""S"" hands together."
SHORT,Opposites and Questions,1,Single word,Yes,"""A"" hand","Place the right plam down on the left ""A"" hand thumb and push downward."
SHOTPUT,Sports and Games,1,Single word,Yes,Clawed hand,Bring the clawed hand to the side of your head then move it forward with force.
SHOW,Activities,1,Single word,Yes,Index finger (1),Place the right index finger in the left palm and move both hands forward together.
SHRINE,Religion,1,Single word,Yes,"""J"" hand; Flat hand","1. Wiggle both ""J"" hands down from your shoulders. 2. Pull flat hands away from each other at the forehead."
SHUT YOUR MOUTH,Idiomatic Expressions,3,Multi-word phrase,Yes,"""Q"" hand","Place the ""Q"" hand horizontally at shoulder and pinch the fingers together as you move the hand forward."
SIBLING,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Place both index fingers together facing forward.
SICK,Health,1,Single word,Yes,Middle finger (8),Tap both middle fingers against your body twice with one hand at your head and the other at your abdomen.
SICK OF YOU,Idiomatic Expressions,3,Multi-word phrase,Yes,Middle finger (8),Tap the middle finger of the right hand against your forehead while the left taps agains your abdomen.
SIGN LANGUAGE,Education and Communication,2,Multi-word phrase,Yes,"""L"" hand; Index finger (1)","1. Rotate both index fingers around each other. 2. Wave both ""L"" hands away from each other."
SILVER,Science and Nature,1,Single word,Yes,"""S"" hand","Place the ""S"" hand by the ear and swing it back and forth."
SIN,Religion,1,Single word,Yes,Index finger (1),"With index fingers facing forward, swing both hands down in a circular motion."
SINCE,Time,1,Single word,Yes,Index finger (1),Touch both index fingers to your right shoulder and pull both hands forward while pointing upward.
SISTER,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand; Index finger (1)","Make the sign for ""GIRL"" then point both index fingers forward and bring them together."
SIT,Activities,1,Single word,Yes,"""U"" hand","Place the fingers of the right ""U"" hand on top of the fingers of the left ""U"" hand and push down."
SKILL,Ideas and Mental Action,1,Single word,Yes,"""A"" hand; Little finger (I)","Cup the left little finger in your right hand and pull forward into ""A"" hand."
SKIRT,Home and Clothing,1,Single word,Yes,Flat hand,Brush the fingers of both flat hands downward and outward just below the waist.
SKY,Science and Nature,1,Single word,Yes,"""B"" hand","Sweep the ""B"" hand over your head."
SLAVE,Festivals and Holidays,1,Single word,No,,"Place both ""S"" wrists together and bounce your arms up and down."
SLEEP,Health,1,Single word,Yes,AND hand (flat O),"Touch all fingers to your forehead and thumb to your cheek then close into the ""AND"" hand over your eye."
SLOW,Opposites and Questions,1,Single word,Yes,Flat hand,Move the right flat hand slowly back over the left hand.
SMACK,Idiomatic Expressions,1,Single word,Yes,AND hand (flat O),"Push the open right hand into your cheek and close into the ""AND"" hand."
SMALL,Opposites and Questions,1,Single word,Yes,"""Q"" hand; Index finger (1); Pinch (thumb + index)","Hold the ""Q"" hand palm up then move the index finger and thumb together until they are barely touching."
SMART,Emotions and Character,1,Single word,Yes,Middle finger (8),Place the middle finger against your forehead and twist forward with the palm facing out.
SMELL,Health,1,Single word,Yes,Flat hand,Fan the flat hand toward your nose.
SMELLING SOMETHING GOOD,Idiomatic Expressions,3,Multi-word phrase,Yes,Index finger (1); Pinch (thumb + index),Lightly pinch your right nostril with your thumb and index finger.
SMILE,Activities,1,Single word,Yes,Index finger (1),Place both index fingers at opposite sides of your mouth and lift the index fingers up in arcs.
SMOCK,Festivals and Holidays,1,Single word,Yes,"""4"" hand","Fan both ""4"" hands outward and swing them side-to-side at your abdomen."
SMOKING,Health,1,Single word,Yes,Middle finger (8),Place the index and middle fingers against your mouth.
SNAIL,Animals,1,Single word,Yes,"""V"" hand","Wiggle the fingers of the ""V"" hand as you slide it forward across the left palm."
SNAKE,Animals,1,Single word,Yes,"""R"" hand","Place the ""R"" hand at the mouth with fingers touching your lips then move it forward in a wavy motion."
SNEAKING,Idiomatic Expressions,1,Single word,Yes,"""F"" hand","Swing both ""F"" hands back-andforth in front on your mouth."
SO,Ideas and Mental Action,1,Single word,Yes,"""V"" hand","Touch the fingertips of both horizontal ""V"" hands together and pull them away in opposite directions."
SOAP,Home and Clothing,1,Single word,No,,Rub the fingers of the right hand back and forth over the left palm.
SOCIAL STUDIES,Education and Communication,2,Multi-word phrase,Yes,"""S"" hand; Curved hand; Index finger (1)","Rotate the ""S"" hand around the left index finger while opening into the curved hand."
SOCIAL WELFARE,Politics,2,Multi-word phrase,Yes,"""S"" hand; ""W"" hand","1. Swing the ""S"" hand around the left pointer finger. 2 and 3.Curve both ""W"" hands in a circular pattern."
SOCKS,Home and Clothing,1,Single word,Yes,Index finger (1),Point both index fingers down while rubbing them up and down against each other alternately.
SOFT,Opposites and Questions,1,Single word,Yes,AND hand (flat O); Curved hand,"Drop both curved hands into ""AND"" hands at your front."
SOIL,Science and Nature,1,Single word,No,,Rub the thumbs against your fingers of both hands.
SOLDIER,Politics,1,Single word,Yes,"""S"" hand","Place both ""S"" hands against your side with one at the shoulder and the other at the waist."
SOLOMON,Religion,1,Single word,Yes,"""S"" hand","Place the ""S"" hand against your right temple."
SOME,Money,1,Single word,Yes,Flat hand,Slide the edge of the right flat hand backward against the palm of the left hand toward your body.
SOMEONE,"Family, People, and Pronouns",1,Single word,Yes,Flat hand,"1. Draw back the right flat hand against the left palm. 2. Make the sign for ""1."""
SON,"Family, People, and Pronouns",1,Single word,Yes,AND hand (flat O),"Make the sign for ""BOY"" then move the hand to the inner elbow."
SOON,Time,1,Single word,Yes,Bent hand,Place the fingers of the right bent hand flat against your cheek and twist forward slightly.
SORE,Health,1,Single word,Yes,"""O"" hand","Tap the ""O"" hand against your arm a few times."
SORRY,Education and Communication,1,Single word,Yes,"""S"" hand","Place the ""S"" hand on your chest and rotate in a circle."
SOUL,Religion,1,Single word,Yes,"""F"" hand","Draw the modified ""F"" hand from your heart to above the shoulder."
SOUP,Food,1,Single word,Yes,Curved hand,Wave the curved hand to your mouth several times.
SOUTH,Travel and Directions,1,Single word,Yes,"""S"" hand","Pull the ""S"" hand down in front of your body."
SOUTH AFRICA,Travel and Directions,2,Multi-word phrase,Yes,"""A"" hand; ""S"" hand","1. Pull the ""S"" hand down from your shoulder 2. Circle the face with the ""A"" hand with the thumb up."
SPAIN,Travel and Directions,1,Single word,Yes,"""X"" hand","Place both ""X"" hands at your forehead then cross your arms and touch both shoulders with your fingers."
SPAR,Sports and Games,1,Single word,Yes,"""A"" hand","Bring both ""A"" hands together at the tips of the thumbs then snap the right hand down."
SPEAK,Activities,1,Single word,Yes,"""3"" hand","Move the curved ""3"" hand back and forth in front of the mouth."
SPECIAL,Emotions and Character,1,Single word,Yes,Index finger (1),Pull up on the left index finger with your right hand.
SPIDER,Animals,1,Single word,Yes,Clawed hand,Place both clawed hands together at the wrists with palms facing down and wiggle the fingers.
SPIT,Health,1,Single word,Yes,Index finger (1); Pinch (thumb + index),"With your index finger and thumb together at your mouth, flick open your fingers and move forward."
SPOIL,Activities,1,Single word,Yes,Index finger (1),Place the right index finger on the left then swing the right finger over the left to the side.
SPOON,Food,1,Single word,Yes,"""U"" hand","Bring the ""U"" hand to the mouth a few times."
SPORTS,Sports and Games,1,Single word,Yes,"""S"" hand","Slide both ""S"" hand back and forth at your chest."
SPREAD,Activities,1,Single word,Yes,AND hand (flat O); Flat hand,"Hold both ""AND"" hands together at the fingertips then move the flat hands down to opposite sides."
SPREAD INFORMATION,Idiomatic Expressions,2,Multi-word phrase,Yes,AND hand (flat O),"With both ""AND"" hands touching the mouth then spread your hands forward while opening your fingers."
SPY,Idiomatic Expressions,1,Single word,Yes,"""K"" hand","Place the ""K"" hand up against your eye so the thumb rests on your cheekbone."
SQUIRREL,Animals,1,Single word,Yes,"""V"" hand","Hold the fingers of both curved ""V"" hands near each other with palms facing and tap the fingertips together."
STAND,Activities,1,Single word,Yes,"""V"" hand","Place the fingertips of the downturned ""V"" hand into the left palm."
STAPLER,Education and Communication,1,Single word,Yes,Index finger (1); Pinch (thumb + index),Pinch the side of the left palm between your right thumb and index finger.
STAR,Science and Nature,1,Single word,Yes,Index finger (1),Use both index fingers to point to the sky.
STARE AT ME HARD,Idiomatic Expressions,4,Multi-word phrase,Yes,"""V"" hand; Fist / closed hand","1. Point the horizontal ""V"" fingertips toward your eyes 2. Push your right fist out from under your chin."
STARE DOWN,Idiomatic Expressions,2,Multi-word phrase,Yes,"""V"" hand","Point both horizontal ""V"" hands at each other as if eyes are meeting."
START,Opposites and Questions,1,Single word,Yes,Index finger (1),Place the index finger against the back of the left thumb then rotate the right hand slightly.
STATE SCHOOL FOR THE DEAF,Travel and Directions,5,Multi-word phrase,Yes,"""G"" hand","Place the ""G"" hand on your left shoulder then clap your hands together."
STATE SWORD,Festivals and Holidays,2,Multi-word phrase,Yes,"""S"" hand","Swing the ""S"" hand back and forth in front of your face."
STAY,Activities,1,Single word,Yes,"""Y"" hand","Move both ""Y"" hands forward from the body."
STEAL,Activities,1,Single word,Yes,"""X"" hand; Index finger (1)","Place the right index finger at the left elbow then pull back into the ""X"" hand."
STEW,Food,1,Single word,Yes,"""S"" hand; ""W"" hand","Sweep upward from the ""S"" hand to the ""W"" hand."
STI,Health,1,Single word,No,,"Sign the letters ""S"" ""T"" and ""I"" while moving the hand slightly to the right."
STILL,Time,1,Single word,Yes,"""Y"" hand","Swing both ""Y"" hands forward from your abdomen."
STOMACH,Health,1,Single word,Yes,Flat hand,Place the flat hand against your stomach.
STOOL,Festivals and Holidays,1,Single word,Yes,"""U"" hand; Flat hand","Rest both ""U"" hands on each other then drop your writsts down and open into flat hands."
STOP,Opposites and Questions,1,Single word,Yes,Flat hand,Bring the little finger of the right flat hand down sharply onto the left palm.
STORY,Education and Communication,1,Single word,Yes,"""C"" hand; AND hand (flat O)","Interlock the fingertips of both modified ""C"" hands then pull the right hand away into the ""AND"" hand."
STRICT,Emotions and Character,1,Single word,Yes,"""V"" hand; Clawed hand","Pull the clawed ""V"" hand toward your mouth twice."
STRIKE,Activities,1,Single word,Yes,"""S"" hand","Swing the right ""S"" hand forward from your left temple to the side of your body."
STRONG,Opposites and Questions,1,Single word,No,,Make two fists while raising arms up and flexing.
STRUGGLE,Emotions and Character,1,Single word,Yes,"""S"" hand","Alternate bouncing each ""S"" hand over the other as you move the hands forward."
STUBBORN,Emotions and Character,1,Single word,Yes,Flat hand,Place the thumb of your flat hand against your temple and drop the hand forward while closing the hand.
STUDENT,Work,1,Single word,Yes,AND hand (flat O); Flat hand,"Bring your right ""AND"" hand from the left palm to the temple then slide your flat hands down the body."
STUPID,Emotions and Character,1,Single word,Yes,"""Y"" hand","Tap the ""Y"" hand against your forehead twice."
SUBJECT,Education and Communication,1,Single word,Yes,"""S"" hand","Tap both ""S"" hands to your chest then to your"
SUBTRACT,Money,1,Single word,Yes,Bent hand; Flat hand,Move the bent fingers of the right hand downward from the left flat palm.
SUCCESS,Education and Communication,1,Single word,Yes,Index finger (1),Place both index fingers pointing inward then rotate both hands so they point upward.
SUGAR,Food,1,Single word,No,,Brush the fingertips downward over the chin.
SUGAR CANE,Food,2,Multi-word phrase,Yes,Clawed hand,"Hold both clawed hands in front of your body at an angle, then slide the arms together to the left."
SUITCASE,Travel and Directions,1,Single word,Yes,"""S"" hand","Pull upward on both ""S"" hands with the palms facing upward."
SUN,Science and Nature,1,Single word,No,,Open the right hand toward your head.
SUNDAY,Time,1,Single word,Yes,Flat hand,Cross your arms and stroke both shoulders with flat hands.
SUNYANI,Travel and Directions,1,Single word,No,,"Sign the letters ""S"" ""U"" ""Y"" while slightly moving the hand to the right."
SUPPER,Food,1,Single word,Yes,"""S"" hand","Move the ""S"" hand toward the mouth a few times."
SUPPORT,Activities,1,Single word,Yes,"""S"" hand","Bring the right ""S"" hand up under the left ""S"" hand and move both hands up slightly."
SURE,Ideas and Mental Action,1,Single word,Yes,"""S"" hand","Place the ""S"" hand against your mouth and and pull it down to your abdomen."
SURPRISE,Emotions and Character,1,Single word,Yes,"""S"" hand; Index finger (1)","Place the ""S"" hands by your eyes then flick open your index fingers."
SUSPEND,Idiomatic Expressions,1,Single word,Yes,Index finger (1),Interlock your index fingers together and pull up with the right hand.
SWEAT,Health,1,Single word,Yes,"""X"" hand","Wipe your forehead with the ""X"" hand."
SWEET,Food,1,Single word,Yes,Index finger (1),Slide the index finger from the mouth and then snap the finger at the side.
SWIMMING,Sports and Games,1,Single word,Yes,Flat hand,Bring the backs of the flat hands together against your chest and move both hands to the sides of your body.
SYLLABUS,Education and Communication,1,Single word,Yes,"""S"" hand","Move the ""S"" hand from your fingertips to your palm."
SYSTEM,Technology,1,Single word,Yes,"""S"" hand","With both ""S"" hands, wave down from the face."
TABLE,Home and Clothing,1,Single word,Yes,"""T"" hand","Touch both ""T"" hands together in front of the body then draw hands to the sides and back simultaneously."
TABLE TENNIS,Sports and Games,2,Multi-word phrase,Yes,Flat hand,Slap the air in front of you back and forth with your right flat hand.
TAILOR,Work,1,Single word,Yes,Flat hand,"Rotate the right hand in a circle while your push the left forward,then slide your flat hands down the body."
TAKE,Activities,1,Single word,Yes,"""S"" hand; Open hand","Sweep the right open hand across the body, turning it into the ""S"" hand."
TAKORADI,Travel and Directions,1,Single word,No,,"Sign the letters ""T"" ""D"" ""I"" while slightly moving the hand to the right."
TALK,Education and Communication,1,Single word,Yes,Index finger (1),"With the index fingers of both hands up, alternate moving your hands back in forth at your mouth."
TALL,Opposites and Questions,1,Single word,Yes,Index finger (1); Open hand,Place the right index finger on the left open palm and move the right hand upward.
TAMALE,Travel and Directions,1,Single word,Yes,"""N"" hand","Place the ""N"" hand at shoulder level and flap your fingers."
TAPE,Education and Communication,1,Single word,Yes,"""A"" hand","Place the thumbs of both ""A"" hands together and pull away in opposite directions."
TARGET,Idiomatic Expressions,1,Single word,Yes,Clawed hand; Index finger (1),Place your index finger in front of the left clawed hand.
TASTE,Health,1,Single word,Yes,Middle finger (8),Touch the middle finger to your tongue.
TAXI,Travel and Directions,1,Single word,Yes,"""S"" hand","Place the ""S"" hand against your forehead then open all of your fingers."
TB,Health,1,Single word,No,,"Sign the letters ""T"" and ""B"" while moving the hand slightly to the right."
TEA,Food,1,Single word,Yes,"""C"" hand; ""F"" hand","Dip the ""F"" hand up and down over the ""C"" hand."
TEACHER,Work,1,Single word,Yes,AND hand (flat O); Flat hand,"Press both ""AND"" hands forward and backward at your head then slide your flat hands down the body."
TECHIMAN,Travel and Directions,1,Single word,Yes,"""T"" hand","1. Pull your right hand forward from the forehead. 2. Circle both ""T"" hands at head level in opposite ways."
TECHNICAL,Education and Communication,1,Single word,Yes,"""T"" hand","Rotate both ""T"" hands in front of your chest."
TEETH,Health,1,Single word,Yes,Index finger (1),Point to your teeth with the index finger.
TELEPHONE,Home and Clothing,1,Single word,Yes,"""Y"" hand; Little finger (I)","Place the ""Y"" hand at the side of the face with the thumb near the ear and the little finger near the mouth."
TELL,Activities,1,Single word,Yes,Index finger (1),Place the right index finger under your chin then swing the hand forward.
TELL YOU AGAIN AND AGAIN,Idiomatic Expressions,5,Multi-word phrase,Yes,Index finger (1),Place the index finger at the throat and draw it forward with force.
TELL YOU FREQUENTLY,Idiomatic Expressions,3,Multi-word phrase,Yes,Index finger (1),Push your index finger forward from the mouth several times.
TEMPERATURE,Science and Nature,1,Single word,Yes,Index finger (1),Slide the right index finger up the left index finger.
TEMPLE,Religion,1,Single word,Yes,"""T"" hand","Tap the left wrist with the ""T"" hand twice."
TEMPTATION,Religion,1,Single word,Yes,Index finger (1),Tap the left elbow with your index finger.
TEST,Education and Communication,1,Single word,Yes,Index finger (1),Place both index fingers at your shoulders and bend both fingers a few times.
TESTAMENT,Religion,1,Single word,Yes,"""T"" hand","Move the ""T"" hand from your fingertips to your palm."
TESTICLES,Health,1,Single word,Yes,AND hand (flat O),"Place both ""AND"" hands next to each other at your waist."
TESTIFY,Religion,1,Single word,Yes,"""T"" hand","Stirke the ""T"" hand forward from the shoulder."
TESTIMONY,Politics,1,Single word,Yes,"""T"" hand","Circle the ""T"" hand around your heart."
THAN,Money,1,Single word,Yes,Flat hand,Slap the fingertips of the left hand as you swing the right flat hand downward.
THANK YOU,Education and Communication,2,Multi-word phrase,Yes,Flat hand,Move both flat hands from your mouth to in front of your body.
THAT,"Family, People, and Pronouns",1,Single word,Yes,"""Y"" hand","Place the ""Y"" hand in the palm of your left hand."
THE,Grammar and Parts of Speech,1,Single word,Yes,"""T"" hand","Hold the ""T"" hand with the palm facing upward and rotate it forward."
THEN,Time,1,Single word,Yes,"""L"" hand","Place the ""L"" hand thumb in the left palm and twist forward."
THERE,"Family, People, and Pronouns",1,Single word,Yes,Flat hand,Point your flat hand in the direction of the object being referred to.
"THEY, THEM, THOSE, THESE","Family, People, and Pronouns",4,Multi-word phrase,No,,With the palm facing up move the hand across the body.
THIN,Opposites and Questions,1,Single word,Yes,"""I"" hand","Place both ""I"" hands at your abdomen and move them simultaneously up your body."
THINGS,Home and Clothing,1,Single word,Yes,Flat hand,Bounce the flat hand with the palm up a few times as you move it to the right.
THINK,Ideas and Mental Action,1,Single word,Yes,Index finger (1),Touch your index finger to your temple.
THINKING HARD,Idiomatic Expressions,2,Multi-word phrase,Yes,"""V"" hand","Place a curved ""V"" hand against your temple, then slap the knuckles of both curved ""V"" hands together."
THIRD,Money,1,Single word,Yes,"""3"" hand; Index finger (1)","Swing your right index finger to tap the middle finger of the left ""3"" hand."
THIRSTY,Health,1,Single word,Yes,Index finger (1),Draw the index finger down your throat.
THIS,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Place your index finger in the palm of your left hand.
THREAD,Home and Clothing,1,Single word,Yes,"""I"" hand","Touch the little fingers of the ""I"" hands then draw them apart to the sides with a slight wavy motion."
THROUGH,Travel and Directions,1,Single word,Yes,Flat hand,Slide the right flat hand through the fingers of the left hand.
THROW,Sports and Games,1,Single word,Yes,Clawed hand,Move the right clawed hand forward quickly.
THUNDER,Science and Nature,1,Single word,Yes,"""S"" hand","Beat both ""S"" hands into your chest alternately."
THURSDAY,Time,1,Single word,Yes,"""H"" hand","With your wrist pointing toward your body, rotate the ""H"" hand."
TICKET,Sports and Games,1,Single word,Yes,"""V"" hand; Little finger (I)","Clasp the fingers of the bent right ""V"" hand between the little finger side of the left hand."
TIE,Home and Clothing,1,Single word,Yes,"""X"" hand","Use the ""X"" hands to make a tying motion in the air."
TIGER,Animals,1,Single word,Yes,Clawed hand,Place both clawed hands at the sides of your face and pull away in opposite directions.
TIRED,Health,1,Single word,Yes,Flat hand,Place both flat hands agaist your abdomen with the fingers on the waist and collapse hands downward.
TO,Travel and Directions,1,Single word,Yes,Index finger (1),Connect the right index finger to the left index finger in front of you.
TOFFEE,Food,1,Single word,Yes,Index finger (1),Place the index finger at the mouth and twist the hand at the wrist.
TOGETHER,Opposites and Questions,1,Single word,Yes,"""A"" hand","Place the knuckles of both ""A"" hands together and move them around in a circle."
TOGO,Travel and Directions,1,Single word,Yes,"""T"" hand","Place the ""T"" hand against your chest and rotate forward and down slightly."
TOILET,Home and Clothing,1,Single word,Yes,"""T"" hand","Place the ""T"" hand at the waist and move it down the side of the body."
TOM BROWN PORRIDGE,Food,3,Multi-word phrase,Yes,"""B"" hand; ""T"" hand","1. Place the ""T"" hand into the left palm. 2. Circle the ""B"" hand in the left palm."
TOMATO,Food,1,Single word,Yes,"""T"" hand","Place the thumb of the ""T"" hand on the cheek and twist back and forth."
TOMORROW,Time,1,Single word,Yes,"""A"" hand","With the ""A"" hand at the side of your mouth, rotate the thumb forward."
TONGUE,Health,1,Single word,Yes,Index finger (1),Point to your tongue with the index finger.
TOO SWEET,Idiomatic Expressions,2,Multi-word phrase,Yes,"""X"" hand","Point both ""X"" hands upward then cross your arms over one another."
TOOTHBRUSH,Health,1,Single word,Yes,Index finger (1),"With your right hand in front of your mouth, wiggle the index finger up and down."
TOOTHLESS,Idiomatic Expressions,1,Single word,Yes,ILY hand,"Use the ""ILY"" hand to sweep across your mouth."
TOPIC,Education and Communication,1,Single word,Yes,"""V"" hand","Hold both bent ""V"" hands at head level then slightly curve both hands outward."
TORCH LIGHT,Science and Nature,2,Multi-word phrase,Yes,Open hand,Grasp the wrist of the right open hand with the left hand.
TOTAL,Money,1,Single word,Yes,AND hand (flat O); Open hand,"Bring both open hands together while closing into ""AND"" hands."
TOUCH,Health,1,Single word,Yes,Middle finger (8),Place the middle finger on the back of your left hand.
TOWN,Travel and Directions,1,Single word,Yes,Index finger (1),"Sign the letter ""T"" then tap the thumb with your index finger twice."
TRADITIONAL,Religion,1,Single word,Yes,"""T"" hand","Place the ""T"" hand on the left wrist and move both hands in a downward motion."
TRAFFIC,Travel and Directions,1,Single word,Yes,Open hand,Line up both open hands in front of you and pull the right hand back.
TRAIN,Travel and Directions,1,Single word,Yes,Middle finger (8),Rub your right index and middle fingers back and forth against the left fingers.
TRANSMIT,Health,1,Single word,Yes,"""T"" hand","Lift both ""T"" hands from from the left to the right."
TRAVEL,Travel and Directions,1,Single word,Yes,"""V"" hand; Clawed hand","Push the clawed ""V"" hand in front of your body."
TREASURY,Politics,1,Single word,Yes,"""T"" hand","Sweep the upturned ""T"" hand across the left palm twice."
TREE,Science and Nature,1,Single word,Yes,Open hand,Place your right elbow on the left hand and wiggle the right open hand.
TROUBLE,Activities,1,Single word,Yes,Flat hand,Move both flat hands with palms facing out in alternating circles away from the body.
TROUSERS,Home and Clothing,1,Single word,Yes,"""P"" hand","Place both ""P"" hands just below the waist and move them upward."
TRUE,Opposites and Questions,1,Single word,Yes,Index finger (1),Move the right index finger in a forward arc from the lips.
TRUST,Ideas and Mental Action,1,Single word,Yes,"""T"" hand","Slide the ""T"" hand across your left palm."
TRY,Activities,1,Single word,Yes,"""T"" hand","Hold both ""T"" hands in front of the body then swing both hands forward with a flick of the wrists."
TUESDAY,Time,1,Single word,Yes,"""T"" hand","With your wrist pointing toward your body, rotate the ""T"" hand."
TURKEY,Animals,1,Single word,Yes,"""Q"" hand","With the palm facing down, place the ""Q"" hand at your nose."
TURTLE,Animals,1,Single word,Yes,"""A"" hand; Curved hand","Place the ""A"" hand under the left curved hand and wiggle the ""A"" thumb."
TV,Education and Communication,1,Single word,No,,"Sign the letters ""T"" and ""V"" while moving the hand slightly to the right."
TWICE,Money,1,Single word,Yes,"""2"" hand","Twist the right ""2"" hand upward."
TWINS,"Family, People, and Pronouns",1,Single word,Yes,"""T"" hand","Place the thumb of the ""T"" hand first on the left side of the chin, then on the right."
TYPING,Technology,1,Single word,No,,Wiggle your fingers and move your hands side-to-side as if typing on a keyboard.
TZ,Food,1,Fingerspelled,Yes,"""T"" hand; ""Z"" hand","Spell the letters ""T"" and ""Z"" while moving the hand slightly to the right."
UGLY,Opposites and Questions,1,Single word,Yes,Index finger (1),Place your index finger just below the nose then bend the index finger as the hand moves to the right.
UMBRELLA,Home and Clothing,1,Single word,Yes,"""S"" hand; ""X"" hand","Hold both ""S"" hands over each other then raise the right hand into the ""X"" hand."
UNCLE,"Family, People, and Pronouns",1,Single word,Yes,"""U"" hand","Shake the wrist of the ""U"" hand at the temple of your head."
UNDERSTAND,Ideas and Mental Action,1,Single word,Yes,"""S"" hand; Index finger (1)","Place the ""S"" hand on your temple and flick open the index finger."
UNDERSTAND FULLY,Idiomatic Expressions,2,Multi-word phrase,Yes,Index finger (1),Flick open your index finger while lifting your hand slightly.
UNIVERSE,Science and Nature,1,Single word,Yes,"""U"" hand","With both ""U"" hands, circle the right hand around the left."
UNIVERSITY,Education and Communication,1,Single word,Yes,"""U"" hand","Sweep the ""U"" hand forward over your left palm."
UP,Opposites and Questions,1,Single word,Yes,"""P"" hand; ""U"" hand","Move the ""U"" hand upward changing it into the ""P"" hand."
UPPER EAST,Travel and Directions,2,Multi-word phrase,Yes,"""E"" hand; ""U"" hand","Draw the ""U"" hand up from the waist then move the ""E"" hand to the right."
UPPER WEST,Travel and Directions,2,Multi-word phrase,Yes,"""U"" hand; ""W"" hand","Draw the ""U"" hand up from the waist then move the ""W"" hand to the left."
URINATE,Health,1,Single word,Yes,"""T"" hand","Shake the ""T"" hand in front of your waist."
US,"Family, People, and Pronouns",1,Single word,Yes,"""U"" hand","Touch the ""U"" hand on the right shoulder, then rotate it forward until it touches the left shoulder."
USE,Activities,1,Single word,Yes,"""U"" hand","Move the right ""U' hand in small circles in front of the body."
VAGINA,Health,1,Single word,Yes,"""V"" hand","Wave the ""V"" hands back and forth in front of your body."
